,home_formation,home_position,away_formation,away_position,minute,ball_possession,home_goal
0,3421,"[1, 3, 4, 5, 7, 8, 9, 11, 18, 20, 23]",4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",0,0.4608695652173913,-2
1,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",26,0.44692737430167595,1
2,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",45,0.41323529411764703,-1
3,442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",59,0.42313323572474376,-1
4,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",343,"[1, 3, 4, 5, 7, 8, 9, 11, 17, 21, 23]",0,0.6907894736842105,1
5,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.6998468606431854,1
6,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",15,0.6617745163442295,-1
7,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",53,0.24193548387096775,0
8,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",56,0.6504065040650406,-1
9,442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",70,0.8367346938775511,1
10,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.7007594936708861,-2
11,4231,"[1, 2, 3, 5, 6, 9, 15, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",55,0.6131078224101479,0
12,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",0,0.7906772207563765,0
13,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",27,0.587467362924282,1
14,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",45,0.5353159851301115,1
15,4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.40912280701754383,1
16,4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",37,0.49361702127659574,0
17,4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",45,0.3294392523364486,0
18,4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",57,0.6136363636363636,0
19,4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",59,0.3942598187311178,0
20,4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",76,0.6931216931216931,0
21,4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",82,0.7966101694915254,0
22,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",0,0.7734104046242775,0
23,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",42,0.8333333333333334,0
24,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",43,0.8082191780821918,0
25,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",3511,"[1, 3, 4, 5, 7, 8, 10, 13, 15, 19, 23]",45,0.7637051039697542,2
26,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",3511,"[1, 3, 4, 5, 7, 8, 10, 13, 15, 19, 23]",79,0.9464285714285714,0
27,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",3511,"[1, 3, 4, 5, 7, 8, 10, 13, 15, 19, 23]",81,0.6,0
28,4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.5015673981191222,-1
29,41212,"[1, 2, 3, 5, 6, 10, 13, 15, 19, 22, 24]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",45,0.8366336633663366,0
30,41212,"[1, 2, 3, 5, 6, 10, 13, 15, 19, 22, 24]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",58,0.7130044843049327,1
31,442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",77,0.38636363636363635,0
32,442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",80,0.6021505376344086,0
33,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.7103419859909353,1
34,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",59,0.7572928821470245,1
35,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",79,0.6385542168674698,0
36,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",0,0.5903829029385574,1
37,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",61,0.6498257839721254,1
38,442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",0,0.5567415730337079,2
39,3511,"[1, 3, 4, 5, 7, 8, 10, 13, 15, 19, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.6575809199318569,0
40,4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",13,0.8181818181818182,0
41,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",30,0.8755364806866953,-1
42,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",45,0.8657314629258517,0
43,3511,"[1, 3, 4, 5, 7, 8, 10, 13, 15, 19, 23]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",59,0.8226600985221675,0
44,3511,"[1, 3, 4, 5, 7, 8, 10, 13, 15, 19, 23]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",69,0.9276729559748428,1
45,3511,"[1, 3, 4, 5, 7, 8, 10, 13, 15, 19, 23]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",77,0.8629213483146068,1
46,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",0,0.4635135135135135,0
47,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",20,0.535171102661597,-1
48,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",53,0.925,0
49,442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",57,0.5501792114695341,0
50,442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",41212,"[1, 2, 3, 5, 6, 10, 13, 15, 19, 22, 24]",0,0.5484593837535015,0
51,442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",41212,"[1, 2, 3, 5, 6, 10, 13, 15, 19, 22, 24]",45,0.49440137812230833,0
52,442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",41212,"[1, 2, 3, 5, 6, 10, 13, 15, 19, 22, 24]",77,0.5056179775280899,0
53,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.41902985074626864,0
54,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",75,0.4489795918367347,0
55,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.5084985835694051,-2
56,442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",76,0.36721311475409835,0
57,442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",86,0.7058823529411765,0
58,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",86,0.7777777777777778,0
59,442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",0,0.471875,1
60,442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",46,0.5371024734982333,0
61,442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",56,0.5230769230769231,1
62,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",343,"[1, 3, 4, 5, 7, 8, 9, 11, 17, 21, 23]",0,0.8301435406698564,0
63,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",343,"[1, 3, 4, 5, 7, 8, 9, 11, 17, 21, 23]",83,0.7662337662337663,0
64,4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",3412,"[1, 3, 4, 5, 7, 8, 9, 11, 19, 22, 24]",0,0.2842741935483871,-1
65,4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",3412,"[1, 3, 4, 5, 7, 8, 9, 11, 19, 22, 24]",45,0.32936507936507936,0
66,4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",3412,"[1, 3, 4, 5, 7, 8, 9, 11, 19, 22, 24]",56,0.28150134048257375,-1
67,4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",3412,"[1, 3, 4, 5, 7, 8, 9, 11, 19, 22, 24]",75,0.6666666666666666,0
68,4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",3412,"[1, 3, 4, 5, 7, 8, 9, 11, 19, 22, 24]",75,0.44813278008298757,0
69,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.58435438265787,1
70,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",22,0.7129262490087233,1
71,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",50,0.6403712296983759,1
72,4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",60,1.0,0
73,4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",60,0.48656716417910445,-1
74,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.35393065568142806,0
75,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.6440600819299044,0
76,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",59,0.7556390977443609,0
77,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",343,"[1, 3, 4, 5, 7, 8, 9, 11, 17, 21, 23]",67,0.7663817663817664,1
78,4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.5297858099062919,2
79,4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",69,0.6944444444444444,0
80,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",72,0.49473684210526314,0
81,4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.7780538302277433,0
82,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",63,0.7995689655172413,0
83,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",78,0.73,-1
84,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",0,0.4657534246575342,0
85,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",45,0.7473404255319149,0
86,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",55,0.6719242902208202,0
87,343,"[1, 3, 4, 5, 7, 8, 9, 11, 17, 21, 23]",41212,"[1, 2, 3, 5, 6, 10, 13, 15, 19, 22, 24]",0,0.23194362889019376,1
88,343,"[1, 3, 4, 5, 7, 8, 9, 11, 17, 21, 23]",4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",45,0.08687615526802218,0
89,343,"[1, 3, 4, 5, 7, 8, 9, 11, 17, 21, 23]",4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",58,0.13675213675213677,0
90,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.49763282482903737,-1
91,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",58,0.5845771144278606,0
92,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.49416342412451364,0
93,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",56,0.4204035874439462,-1
94,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",80,0.008928571428571428,0
95,3412,"[1, 3, 4, 5, 7, 8, 9, 11, 19, 22, 24]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",0,0.6221024258760108,0
96,3412,"[1, 3, 4, 5, 7, 8, 9, 11, 19, 22, 24]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",45,0.592094196804037,0
97,3412,"[1, 3, 4, 5, 7, 8, 9, 11, 19, 22, 24]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",76,0.425,1
98,3412,"[1, 3, 4, 5, 7, 8, 9, 11, 19, 22, 24]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",83,0.5,0
99,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",343,"[1, 3, 4, 5, 7, 8, 9, 11, 17, 21, 23]",0,0.7276887871853547,0
100,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",343,"[1, 3, 4, 5, 7, 8, 9, 11, 17, 21, 23]",33,0.7589928057553957,0
101,442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",343,"[1, 3, 4, 5, 7, 8, 9, 11, 17, 21, 23]",76,0.6517857142857143,1
102,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.3759052007899934,-1
103,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",45,0.0,0
104,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",45,0.5915915915915916,0
105,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",57,0.2052401746724891,0
106,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",62,0.4078125,0
107,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",0,0.4523809523809524,0
108,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",6,0.5632754342431762,0
109,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",16,0.5203094777562862,1
110,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",45,0.3649360421369451,0
111,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",0,0.43636363636363634,2
112,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",43,0.45223880597014926,-1
113,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",61,0.39280774550484093,2
114,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",80,0.18095238095238095,1
115,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.5604395604395604,0
116,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",45,0.5583508036338225,0
117,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",87,0.7837837837837838,0
118,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",0,0.5734355044699873,0
119,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",42,0.44582814445828145,0
120,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",65,0.6956521739130435,0
121,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",66,0.2987012987012987,0
122,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",73,0.7115384615384616,0
123,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.4339908952959029,-1
124,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",18,0.4823032223983096,0
125,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",70,0.7052631578947368,0
126,41212,"[1, 2, 3, 5, 6, 10, 13, 15, 19, 22, 24]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",75,0.33695652173913043,0
127,41212,"[1, 2, 3, 5, 6, 10, 13, 15, 19, 22, 24]",4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",78,0.48854961832061067,-1
128,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.5169738118331717,2
129,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",24,0.5361010830324909,0
130,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",37,0.7124600638977636,1
131,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",64,0.41836734693877553,0
132,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",68,0.875,0
133,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",70,0.6946308724832215,2
134,343,"[1, 3, 4, 5, 7, 8, 9, 11, 17, 21, 23]",3412,"[1, 3, 4, 5, 7, 8, 9, 11, 19, 22, 24]",0,0.559985885673959,1
135,3412,"[1, 3, 4, 5, 7, 8, 9, 11, 19, 22, 24]",3412,"[1, 3, 4, 5, 7, 8, 9, 11, 19, 22, 24]",61,0.4015748031496063,0
136,3412,"[1, 3, 4, 5, 7, 8, 9, 11, 19, 22, 24]",3412,"[1, 3, 4, 5, 7, 8, 9, 11, 19, 22, 24]",67,0.6230529595015576,-1
137,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",0,0.5781710914454278,1
138,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",9,0.6304780876494024,0
139,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",35,0.5924324324324325,0
140,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4141,"[1, 2, 3, 5, 6, 10, 12, 13, 15, 16, 23]",60,0.4727272727272727,0
141,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",76,0.5,0
142,433,"[1, 2, 3, 5, 6, 10, 13, 15, 17, 21, 23]",442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",76,0.31750741839762614,0
143,4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.4116279069767442,1
144,4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",11,0.33979591836734696,-1
145,4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",76,0.5373665480427047,-1
146,442,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 22, 24]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",85,1.0,0
147,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.6012212306247064,0
148,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4411,"[1, 2, 3, 5, 6, 9, 11, 12, 16, 19, 23]",56,0.746234067207416,0
149,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",0,0.5601023017902813,0
150,4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",4231,"[1, 2, 3, 5, 6, 9, 11, 17, 19, 21, 23]",65,0.6142857142857143,0
151,3421,"[1, 3, 4, 5, 7, 8, 9, 11, 18, 20, 23]",352,"[1, 3, 4, 5, 7, 8, 10, 13, 15, 22, 24]",0,0.6791277258566978,2
152,3421,"[1, 3, 4, 5, 7, 8, 9, 11, 18, 20, 23]",352,"[1, 3, 4, 5, 7, 8, 10, 13, 15, 22, 24]",45,1.0,0
153,3421,"[1, 3, 4, 5, 7, 8, 9, 11, 18, 20, 23]",343,"[1, 3, 4, 5, 7, 8, 9, 11, 17, 21, 23]",45,0.5902489626556017,0
